Version;ID;Gender;Age;Education;Nationality;Residence;Income;Clothes;JeansFreq;JeansPay;ConcernEnv;ConcernSwt;Skepticism;Question;Price1;Origin1;Fiber1;Wash1;Dry1;Env1;Labor1;EnvLabor1;Price2;Origin2;Fiber2;Wash2;Dry2;Env2;Labor2;EnvLabor2;Choice
1;17;0;28;3;0;1;25000;70;1;45;5.833333333;6;2.25;3;50;0;0;0;1;2;2;4;60;1;1;0;0;1;3;4;3
1;17;0;28;3;0;1;25000;70;1;45;5.833333333;6;2.25;4;30;0;1;0;0;4;3;7;40;1;0;0;1;3;2;5;3
1;17;0;28;3;0;1;25000;70;1;45;5.833333333;6;2.25;5;50;1;0;1;0;4;4;8;30;1;1;0;0;3;2;5;1
1;17;0;28;3;0;1;25000;70;1;45;5.833333333;6;2.25;6;60;0;1;0;0;2;2;4;30;0;0;0;0;1;1;2;3
1;17;0;28;3;0;1;25000;70;1;45;5.833333333;6;2.25;7;30;1;0;0;0;2;4;6;50;0;1;1;0;2;3;5;3
1;17;0;28;3;0;1;25000;70;1;45;5.833333333;6;2.25;8;60;0;0;0;0;3;4;7;50;0;0;1;0;3;1;4;3
1;17;0;28;3;0;1;25000;70;1;45;5.833333333;6;2.25;9;30;0;0;1;1;4;2;6;40;1;1;1;0;3;3;6;2
1;17;0;28;3;0;1;25000;70;1;45;5.833333333;6;2.25;10;40;1;1;1;0;3;3;6;60;1;0;0;0;4;1;5;1
1;17;0;28;3;0;1;25000;70;1;45;5.833333333;6;2.25;11;40;0;1;0;1;1;1;2;40;1;0;1;0;2;1;3;3
1;17;0;28;3;0;1;25000;70;1;45;5.833333333;6;2.25;12;60;1;1;1;1;4;4;8;40;0;0;0;1;4;3;7;1
1;18;1;37;1;1;1;15000;70;1;65;6.666666667;7;3.25;1;60;0;1;1;1;3;1;4;40;0;0;1;0;1;4;5;2
1;18;1;37;1;1;1;15000;70;1;65;6.666666667;7;3.25;2;30;1;1;1;1;2;1;3;50;0;0;0;1;2;2;4;2
1;18;1;37;1;1;1;15000;70;1;65;6.666666667;7;3.25;3;50;0;0;0;1;2;2;4;60;1;1;0;0;1;3;4;2
1;18;1;37;1;1;1;15000;70;1;65;6.666666667;7;3.25;4;30;0;1;0;0;4;3;7;40;1;0;0;1;3;2;5;1
1;18;1;37;1;1;1;15000;70;1;65;6.666666667;7;3.25;5;50;1;0;1;0;4;4;8;30;1;1;0;0;3;2;5;1
1;18;1;37;1;1;1;15000;70;1;65;6.666666667;7;3.25;6;60;0;1;0;0;2;2;4;30;0;0;0;0;1;1;2;2
1;18;1;37;1;1;1;15000;70;1;65;6.666666667;7;3.25;7;30;1;0;0;0;2;4;6;50;0;1;1;0;2;3;5;1
1;18;1;37;1;1;1;15000;70;1;65;6.666666667;7;3.25;8;60;0;0;0;0;3;4;7;50;0;0;1;0;3;1;4;1
1;18;1;37;1;1;1;15000;70;1;65;6.666666667;7;3.25;9;30;0;0;1;1;4;2;6;40;1;1;1;0;3;3;6;2
1;18;1;37;1;1;1;15000;70;1;65;6.666666667;7;3.25;10;40;1;1;1;0;3;3;6;60;1;0;0;0;4;1;5;1
1;18;1;37;1;1;1;15000;70;1;65;6.666666667;7;3.25;11;40;0;1;0;1;1;1;2;40;1;0;1;0;2;1;3;2
1;18;1;37;1;1;1;15000;70;1;65;6.666666667;7;3.25;12;60;1;1;1;1;4;4;8;40;0;0;0;1;4;3;7;1
1;19;0;26;4;1;1;15000;50;1;35;6.5;6;3.75;1;60;0;1;1;1;3;1;4;40;0;0;1;0;1;4;5;2
1;19;0;26;4;1;1;15000;50;1;35;6.5;6;3.75;2;30;1;1;1;1;2;1;3;50;0;0;0;1;2;2;4;3
1;19;0;26;4;1;1;15000;50;1;35;6.5;6;3.75;3;50;0;0;0;1;2;2;4;60;1;1;0;0;1;3;4;3
1;19;0;26;4;1;1;15000;50;1;35;6.5;6;3.75;4;30;0;1;0;0;4;3;7;40;1;0;0;1;3;2;5;1
1;19;0;26;4;1;1;15000;50;1;35;6.5;6;3.75;5;50;1;0;1;0;4;4;8;30;1;1;0;0;3;2;5;1
1;19;0;26;4;1;1;15000;50;1;35;6.5;6;3.75;6;60;0;1;0;0;2;2;4;30;0;0;0;0;1;1;2;3
1;19;0;26;4;1;1;15000;50;1;35;6.5;6;3.75;7;30;1;0;0;0;2;4;6;50;0;1;1;0;2;3;5;3
1;19;0;26;4;1;1;15000;50;1;35;6.5;6;3.75;8;60;0;0;0;0;3;4;7;50;0;0;1;0;3;1;4;3
1;19;0;26;4;1;1;15000;50;1;35;6.5;6;3.75;9;30;0;0;1;1;4;2;6;40;1;1;1;0;3;3;6;2
1;19;0;26;4;1;1;15000;50;1;35;6.5;6;3.75;10;40;1;1;1;0;3;3;6;60;1;0;0;0;4;1;5;1
1;19;0;26;4;1;1;15000;50;1;35;6.5;6;3.75;11;40;0;1;0;1;1;1;2;40;1;0;1;0;2;1;3;2
1;19;0;26;4;1;1;15000;50;1;35;6.5;6;3.75;12;60;1;1;1;1;4;4;8;40;0;0;0;1;4;3;7;1
1;20;0;23;4;1;1;5000;30;1;45;7;5.4;4.25;1;60;0;1;1;1;3;1;4;40;0;0;1;0;1;4;5;3
1;20;0;23;4;1;1;5000;30;1;45;7;5.4;4.25;2;30;1;1;1;1;2;1;3;50;0;0;0;1;2;2;4;3
1;20;0;23;4;1;1;5000;30;1;45;7;5.4;4.25;3;50;0;0;0;1;2;2;4;60;1;1;0;0;1;3;4;3
1;20;0;23;4;1;1;5000;30;1;45;7;5.4;4.25;4;30;0;1;0;0;4;3;7;40;1;0;0;1;3;2;5;1
1;20;0;23;4;1;1;5000;30;1;45;7;5.4;4.25;5;50;1;0;1;0;4;4;8;30;1;1;0;0;3;2;5;1
1;20;0;23;4;1;1;5000;30;1;45;7;5.4;4.25;6;60;0;1;0;0;2;2;4;30;0;0;0;0;1;1;2;3
1;20;0;23;4;1;1;5000;30;1;45;7;5.4;4.25;7;30;1;0;0;0;2;4;6;50;0;1;1;0;2;3;5;3
1;20;0;23;4;1;1;5000;30;1;45;7;5.4;4.25;8;60;0;0;0;0;3;4;7;50;0;0;1;0;3;1;4;1
1;20;0;23;4;1;1;5000;30;1;45;7;5.4;4.25;9;30;0;0;1;1;4;2;6;40;1;1;1;0;3;3;6;2
1;20;0;23;4;1;1;5000;30;1;45;7;5.4;4.25;10;40;1;1;1;0;3;3;6;60;1;0;0;0;4;1;5;1
1;20;0;23;4;1;1;5000;30;1;45;7;5.4;4.25;11;40;0;1;0;1;1;1;2;40;1;0;1;0;2;1;3;3
1;20;0;23;4;1;1;5000;30;1;45;7;5.4;4.25;12;60;1;1;1;1;4;4;8;40;0;0;0;1;4;3;7;1
1;21;1;20;3;0;1;5000;10;0;25;4.333333333;3.6;4.75;1;60;0;1;1;1;3;1;4;40;0;0;1;0;1;4;5;3
1;21;1;20;3;0;1;5000;10;0;25;4.333333333;3.6;4.75;2;30;1;1;1;1;2;1;3;50;0;0;0;1;2;2;4;3
1;21;1;20;3;0;1;5000;10;0;25;4.333333333;3.6;4.75;3;50;0;0;0;1;2;2;4;60;1;1;0;0;1;3;4;3
1;21;1;20;3;0;1;5000;10;0;25;4.333333333;3.6;4.75;4;30;0;1;0;0;4;3;7;40;1;0;0;1;3;2;5;3
1;21;1;20;3;0;1;5000;10;0;25;4.333333333;3.6;4.75;5;50;1;0;1;0;4;4;8;30;1;1;0;0;3;2;5;3
1;21;1;20;3;0;1;5000;10;0;25;4.333333333;3.6;4.75;6;60;0;1;0;0;2;2;4;30;0;0;0;0;1;1;2;3
1;21;1;20;3;0;1;5000;10;0;25;4.333333333;3.6;4.75;7;30;1;0;0;0;2;4;6;50;0;1;1;0;2;3;5;3
1;21;1;20;3;0;1;5000;10;0;25;4.333333333;3.6;4.75;8;60;0;0;0;0;3;4;7;50;0;0;1;0;3;1;4;3
1;21;1;20;3;0;1;5000;10;0;25;4.333333333;3.6;4.75;9;30;0;0;1;1;4;2;6;40;1;1;1;0;3;3;6;3
1;21;1;20;3;0;1;5000;10;0;25;4.333333333;3.6;4.75;10;40;1;1;1;0;3;3;6;60;1;0;0;0;4;1;5;3
1;21;1;20;3;0;1;5000;10;0;25;4.333333333;3.6;4.75;11;40;0;1;0;1;1;1;2;40;1;0;1;0;2;1;3;3
1;21;1;20;3;0;1;5000;10;0;25;4.333333333;3.6;4.75;12;60;1;1;1;1;4;4;8;40;0;0;0;1;4;3;7;3
1;22;1;29;5;0;1;15000;50;1;25;6.833333333;3.6;2.5;1;60;0;1;1;1;3;1;4;40;0;0;1;0;1;4;5;3
1;22;1;29;5;0;1;15000;50;1;25;6.833333333;3.6;2.5;2;30;1;1;1;1;2;1;3;50;0;0;0;1;2;2;4;1
1;22;1;29;5;0;1;15000;50;1;25;6.833333333;3.6;2.5;3;50;0;0;0;1;2;2;4;60;1;1;0;0;1;3;4;1
1;22;1;29;5;0;1;15000;50;1;25;6.833333333;3.6;2.5;4;30;0;1;0;0;4;3;7;40;1;0;0;1;3;2;5;1
1;22;1;29;5;0;1;15000;50;1;25;6.833333333;3.6;2.5;5;50;1;0;1;0;4;4;8;30;1;1;0;0;3;2;5;1
1;22;1;29;5;0;1;15000;50;1;25;6.833333333;3.6;2.5;6;60;0;1;0;0;2;2;4;30;0;0;0;0;1;1;2;3
1;22;1;29;5;0;1;15000;50;1;25;6.833333333;3.6;2.5;7;30;1;0;0;0;2;4;6;50;0;1;1;0;2;3;5;2
1;22;1;29;5;0;1;15000;50;1;25;6.833333333;3.6;2.5;8;60;0;0;0;0;3;4;7;50;0;0;1;0;3;1;4;3
1;22;1;29;5;0;1;15000;50;1;25;6.833333333;3.6;2.5;9;30;0;0;1;1;4;2;6;40;1;1;1;0;3;3;6;1
1;22;1;29;5;0;1;15000;50;1;25;6.833333333;3.6;2.5;10;40;1;1;1;0;3;3;6;60;1;0;0;0;4;1;5;1
1;22;1;29;5;0;1;15000;50;1;25;6.833333333;3.6;2.5;11;40;0;1;0;1;1;1;2;40;1;0;1;0;2;1;3;3
1;22;1;29;5;0;1;15000;50;1;25;6.833333333;3.6;2.5;12;60;1;1;1;1;4;4;8;40;0;0;0;1;4;3;7;1
1;23;0;26;3;1;1;15000;10;0;5;7;7;5;1;60;0;1;1;1;3;1;4;40;0;0;1;0;1;4;5;3
1;23;0;26;3;1;1;15000;10;0;5;7;7;5;2;30;1;1;1;1;2;1;3;50;0;0;0;1;2;2;4;3
1;23;0;26;3;1;1;15000;10;0;5;7;7;5;3;50;0;0;0;1;2;2;4;60;1;1;0;0;1;3;4;3
1;23;0;26;3;1;1;15000;10;0;5;7;7;5;4;30;0;1;0;0;4;3;7;40;1;0;0;1;3;2;5;3
1;23;0;26;3;1;1;15000;10;0;5;7;7;5;5;50;1;0;1;0;4;4;8;30;1;1;0;0;3;2;5;3
1;23;0;26;3;1;1;15000;10;0;5;7;7;5;6;60;0;1;0;0;2;2;4;30;0;0;0;0;1;1;2;3
1;23;0;26;3;1;1;15000;10;0;5;7;7;5;7;30;1;0;0;0;2;4;6;50;0;1;1;0;2;3;5;3
1;23;0;26;3;1;1;15000;10;0;5;7;7;5;8;60;0;0;0;0;3;4;7;50;0;0;1;0;3;1;4;3
1;23;0;26;3;1;1;15000;10;0;5;7;7;5;9;30;0;0;1;1;4;2;6;40;1;1;1;0;3;3;6;2
1;23;0;26;3;1;1;15000;10;0;5;7;7;5;10;40;1;1;1;0;3;3;6;60;1;0;0;0;4;1;5;1
1;23;0;26;3;1;1;15000;10;0;5;7;7;5;11;40;0;1;0;1;1;1;2;40;1;0;1;0;2;1;3;3
1;23;0;26;3;1;1;15000;10;0;5;7;7;5;12;60;1;1;1;1;4;4;8;40;0;0;0;1;4;3;7;3
1;24;0;24;4;0;1;15000;10;1;25;6.833333333;6.8;4.5;1;60;0;1;1;1;3;1;4;40;0;0;1;0;1;4;5;3
1;24;0;24;4;0;1;15000;10;1;25;6.833333333;6.8;4.5;2;30;1;1;1;1;2;1;3;50;0;0;0;1;2;2;4;3
1;24;0;24;4;0;1;15000;10;1;25;6.833333333;6.8;4.5;3;50;0;0;0;1;2;2;4;60;1;1;0;0;1;3;4;3
1;24;0;24;4;0;1;15000;10;1;25;6.833333333;6.8;4.5;4;30;0;1;0;0;4;3;7;40;1;0;0;1;3;2;5;1
1;24;0;24;4;0;1;15000;10;1;25;6.833333333;6.8;4.5;5;50;1;0;1;0;4;4;8;30;1;1;0;0;3;2;5;3
1;24;0;24;4;0;1;15000;10;1;25;6.833333333;6.8;4.5;6;60;0;1;0;0;2;2;4;30;0;0;0;0;1;1;2;3
1;24;0;24;4;0;1;15000;10;1;25;6.833333333;6.8;4.5;7;30;1;0;0;0;2;4;6;50;0;1;1;0;2;3;5;3
1;24;0;24;4;0;1;15000;10;1;25;6.833333333;6.8;4.5;8;60;0;0;0;0;3;4;7;50;0;0;1;0;3;1;4;3
1;24;0;24;4;0;1;15000;10;1;25;6.833333333;6.8;4.5;9;30;0;0;1;1;4;2;6;40;1;1;1;0;3;3;6;3
1;24;0;24;4;0;1;15000;10;1;25;6.833333333;6.8;4.5;10;40;1;1;1;0;3;3;6;60;1;0;0;0;4;1;5;3
1;24;0;24;4;0;1;15000;10;1;25;6.833333333;6.8;4.5;11;40;0;1;0;1;1;1;2;40;1;0;1;0;2;1;3;3
1;24;0;24;4;0;1;15000;10;1;25;6.833333333;6.8;4.5;12;60;1;1;1;1;4;4;8;40;0;0;0;1;4;3;7;3
1;25;0;24;3;1;1;5000;10;0;15;7;6.6;4.25;1;60;0;1;1;1;3;1;4;40;0;0;1;0;1;4;5;3
1;25;0;24;3;1;1;5000;10;0;15;7;6.6;4.25;2;30;1;1;1;1;2;1;3;50;0;0;0;1;2;2;4;3
1;25;0;24;3;1;1;5000;10;0;15;7;6.6;4.25;3;50;0;0;0;1;2;2;4;60;1;1;0;0;1;3;4;3
1;25;0;24;3;1;1;5000;10;0;15;7;6.6;4.25;4;30;0;1;0;0;4;3;7;40;1;0;0;1;3;2;5;1
1;25;0;24;3;1;1;5000;10;0;15;7;6.6;4.25;5;50;1;0;1;0;4;4;8;30;1;1;0;0;3;2;5;2
1;25;0;24;3;1;1;5000;10;0;15;7;6.6;4.25;6;60;0;1;0;0;2;2;4;30;0;0;0;0;1;1;2;3
1;25;0;24;3;1;1;5000;10;0;15;7;6.6;4.25;7;30;1;0;0;0;2;4;6;50;0;1;1;0;2;3;5;1
1;25;0;24;3;1;1;5000;10;0;15;7;6.6;4.25;8;60;0;0;0;0;3;4;7;50;0;0;1;0;3;1;4;3
1;25;0;24;3;1;1;5000;10;0;15;7;6.6;4.25;9;30;0;0;1;1;4;2;6;40;1;1;1;0;3;3;6;1
1;25;0;24;3;1;1;5000;10;0;15;7;6.6;4.25;10;40;1;1;1;0;3;3;6;60;1;0;0;0;4;1;5;3
1;25;0;24;3;1;1;5000;10;0;15;7;6.6;4.25;11;40;0;1;0;1;1;1;2;40;1;0;1;0;2;1;3;3
1;25;0;24;3;1;1;5000;10;0;15;7;6.6;4.25;12;60;1;1;1;1;4;4;8;40;0;0;0;1;4;3;7;3
1;26;0;25;4;1;1;5000;10;0;105;7;7;4.25;1;60;0;1;1;1;3;1;4;40;0;0;1;0;1;4;5;3
1;26;0;25;4;1;1;5000;10;0;105;7;7;4.25;2;30;1;1;1;1;2;1;3;50;0;0;0;1;2;2;4;3
1;26;0;25;4;1;1;5000;10;0;105;7;7;4.25;3;50;0;0;0;1;2;2;4;60;1;1;0;0;1;3;4;3
1;26;0;25;4;1;1;5000;10;0;105;7;7;4.25;4;30;0;1;0;0;4;3;7;40;1;0;0;1;3;2;5;3
1;26;0;25;4;1;1;5000;10;0;105;7;7;4.25;5;50;1;0;1;0;4;4;8;30;1;1;0;0;3;2;5;1
1;26;0;25;4;1;1;5000;10;0;105;7;7;4.25;6;60;0;1;0;0;2;2;4;30;0;0;0;0;1;1;2;3
1;26;0;25;4;1;1;5000;10;0;105;7;7;4.25;7;30;1;0;0;0;2;4;6;50;0;1;1;0;2;3;5;3
1;26;0;25;4;1;1;5000;10;0;105;7;7;4.25;8;60;0;0;0;0;3;4;7;50;0;0;1;0;3;1;4;3
1;26;0;25;4;1;1;5000;10;0;105;7;7;4.25;9;30;0;0;1;1;4;2;6;40;1;1;1;0;3;3;6;3
1;26;0;25;4;1;1;5000;10;0;105;7;7;4.25;10;40;1;1;1;0;3;3;6;60;1;0;0;0;4;1;5;3
1;26;0;25;4;1;1;5000;10;0;105;7;7;4.25;11;40;0;1;0;1;1;1;2;40;1;0;1;0;2;1;3;3
1;26;0;25;4;1;1;5000;10;0;105;7;7;4.25;12;60;1;1;1;1;4;4;8;40;0;0;0;1;4;3;7;3
1;27;0;30;4;0;0;35000;110;1;35;6.666666667;4;3.75;1;60;0;1;1;1;3;1;4;40;0;0;1;0;1;4;5;3
1;27;0;30;4;0;0;35000;110;1;35;6.666666667;4;3.75;2;30;1;1;1;1;2;1;3;50;0;0;0;1;2;2;4;1
1;27;0;30;4;0;0;35000;110;1;35;6.666666667;4;3.75;3;50;0;0;0;1;2;2;4;60;1;1;0;0;1;3;4;3
1;27;0;30;4;0;0;35000;110;1;35;6.666666667;4;3.75;4;30;0;1;0;0;4;3;7;40;1;0;0;1;3;2;5;3
1;27;0;30;4;0;0;35000;110;1;35;6.666666667;4;3.75;5;50;1;0;1;0;4;4;8;30;1;1;0;0;3;2;5;3
1;27;0;30;4;0;0;35000;110;1;35;6.666666667;4;3.75;6;60;0;1;0;0;2;2;4;30;0;0;0;0;1;1;2;3
1;27;0;30;4;0;0;35000;110;1;35;6.666666667;4;3.75;7;30;1;0;0;0;2;4;6;50;0;1;1;0;2;3;5;3
1;27;0;30;4;0;0;35000;110;1;35;6.666666667;4;3.75;8;60;0;0;0;0;3;4;7;50;0;0;1;0;3;1;4;3
1;27;0;30;4;0;0;35000;110;1;35;6.666666667;4;3.75;9;30;0;0;1;1;4;2;6;40;1;1;1;0;3;3;6;1
1;27;0;30;4;0;0;35000;110;1;35;6.666666667;4;3.75;10;40;1;1;1;0;3;3;6;60;1;0;0;0;4;1;5;3
1;27;0;30;4;0;0;35000;110;1;35;6.666666667;4;3.75;11;40;0;1;0;1;1;1;2;40;1;0;1;0;2;1;3;3
1;27;0;30;4;0;0;35000;110;1;35;6.666666667;4;3.75;12;60;1;1;1;1;4;4;8;40;0;0;0;1;4;3;7;1
1;28;0;29;4;0;1;35000;110;1;25;6.666666667;2.6;4.5;1;60;0;1;1;1;3;1;4;40;0;0;1;0;1;4;5;2
1;28;0;29;4;0;1;35000;110;1;25;6.666666667;2.6;4.5;2;30;1;1;1;1;2;1;3;50;0;0;0;1;2;2;4;1
1;28;0;29;4;0;1;35000;110;1;25;6.666666667;2.6;4.5;3;50;0;0;0;1;2;2;4;60;1;1;0;0;1;3;4;3
1;28;0;29;4;0;1;35000;110;1;25;6.666666667;2.6;4.5;4;30;0;1;0;0;4;3;7;40;1;0;0;1;3;2;5;1
1;28;0;29;4;0;1;35000;110;1;25;6.666666667;2.6;4.5;5;50;1;0;1;0;4;4;8;30;1;1;0;0;3;2;5;1
1;28;0;29;4;0;1;35000;110;1;25;6.666666667;2.6;4.5;6;60;0;1;0;0;2;2;4;30;0;0;0;0;1;1;2;3
1;28;0;29;4;0;1;35000;110;1;25;6.666666667;2.6;4.5;7;30;1;0;0;0;2;4;6;50;0;1;1;0;2;3;5;2
1;28;0;29;4;0;1;35000;110;1;25;6.666666667;2.6;4.5;8;60;0;0;0;0;3;4;7;50;0;0;1;0;3;1;4;2
1;28;0;29;4;0;1;35000;110;1;25;6.666666667;2.6;4.5;9;30;0;0;1;1;4;2;6;40;1;1;1;0;3;3;6;1
1;28;0;29;4;0;1;35000;110;1;25;6.666666667;2.6;4.5;10;40;1;1;1;0;3;3;6;60;1;0;0;0;4;1;5;1
1;28;0;29;4;0;1;35000;110;1;25;6.666666667;2.6;4.5;11;40;0;1;0;1;1;1;2;40;1;0;1;0;2;1;3;2
1;28;0;29;4;0;1;35000;110;1;25;6.666666667;2.6;4.5;12;60;1;1;1;1;4;4;8;40;0;0;0;1;4;3;7;3
1;29;0;19;3;0;0;5000;30;1;5;6.166666667;5.6;3.75;1;60;0;1;1;1;3;1;4;40;0;0;1;0;1;4;5;2
1;29;0;19;3;0;0;5000;30;1;5;6.166666667;5.6;3.75;2;30;1;1;1;1;2;1;3;50;0;0;0;1;2;2;4;3
1;29;0;19;3;0;0;5000;30;1;5;6.166666667;5.6;3.75;3;50;0;0;0;1;2;2;4;60;1;1;0;0;1;3;4;3
1;29;0;19;3;0;0;5000;30;1;5;6.166666667;5.6;3.75;4;30;0;1;0;0;4;3;7;40;1;0;0;1;3;2;5;1
1;29;0;19;3;0;0;5000;30;1;5;6.166666667;5.6;3.75;5;50;1;0;1;0;4;4;8;30;1;1;0;0;3;2;5;1
1;29;0;19;3;0;0;5000;30;1;5;6.166666667;5.6;3.75;6;60;0;1;0;0;2;2;4;30;0;0;0;0;1;1;2;3
1;29;0;19;3;0;0;5000;30;1;5;6.166666667;5.6;3.75;7;30;1;0;0;0;2;4;6;50;0;1;1;0;2;3;5;2
1;29;0;19;3;0;0;5000;30;1;5;6.166666667;5.6;3.75;8;60;0;0;0;0;3;4;7;50;0;0;1;0;3;1;4;3
1;29;0;19;3;0;0;5000;30;1;5;6.166666667;5.6;3.75;9;30;0;0;1;1;4;2;6;40;1;1;1;0;3;3;6;2
1;29;0;19;3;0;0;5000;30;1;5;6.166666667;5.6;3.75;10;40;1;1;1;0;3;3;6;60;1;0;0;0;4;1;5;1
1;29;0;19;3;0;0;5000;30;1;5;6.166666667;5.6;3.75;11;40;0;1;0;1;1;1;2;40;1;0;1;0;2;1;3;3
1;29;0;19;3;0;0;5000;30;1;5;6.166666667;5.6;3.75;12;60;1;1;1;1;4;4;8;40;0;0;0;1;4;3;7;1
1;30;0;25;4;1;1;5000;30;1;45;7;6.4;4.25;1;60;0;1;1;1;3;1;4;40;0;0;1;0;1;4;5;1
1;30;0;25;4;1;1;5000;30;1;45;7;6.4;4.25;2;30;1;1;1;1;2;1;3;50;0;0;0;1;2;2;4;3
1;30;0;25;4;1;1;5000;30;1;45;7;6.4;4.25;3;50;0;0;0;1;2;2;4;60;1;1;0;0;1;3;4;2
1;30;0;25;4;1;1;5000;30;1;45;7;6.4;4.25;4;30;0;1;0;0;4;3;7;40;1;0;0;1;3;2;5;1
1;30;0;25;4;1;1;5000;30;1;45;7;6.4;4.25;5;50;1;0;1;0;4;4;8;30;1;1;0;0;3;2;5;1
1;30;0;25;4;1;1;5000;30;1;45;7;6.4;4.25;6;60;0;1;0;0;2;2;4;30;0;0;0;0;1;1;2;3
1;30;0;25;4;1;1;5000;30;1;45;7;6.4;4.25;7;30;1;0;0;0;2;4;6;50;0;1;1;0;2;3;5;3
1;30;0;25;4;1;1;5000;30;1;45;7;6.4;4.25;8;60;0;0;0;0;3;4;7;50;0;0;1;0;3;1;4;2
1;30;0;25;4;1;1;5000;30;1;45;7;6.4;4.25;9;30;0;0;1;1;4;2;6;40;1;1;1;0;3;3;6;2
1;30;0;25;4;1;1;5000;30;1;45;7;6.4;4.25;10;40;1;1;1;0;3;3;6;60;1;0;0;0;4;1;5;1
1;30;0;25;4;1;1;5000;30;1;45;7;6.4;4.25;11;40;0;1;0;1;1;1;2;40;1;0;1;0;2;1;3;3
1;30;0;25;4;1;1;5000;30;1;45;7;6.4;4.25;12;60;1;1;1;1;4;4;8;40;0;0;0;1;4;3;7;1
1;31;1;24;4;0;1;5000;10;1;25;7;7;3.25;1;60;0;1;1;1;3;1;4;40;0;0;1;0;1;4;5;2
1;31;1;24;4;0;1;5000;10;1;25;7;7;3.25;2;30;1;1;1;1;2;1;3;50;0;0;0;1;2;2;4;2
1;31;1;24;4;0;1;5000;10;1;25;7;7;3.25;3;50;0;0;0;1;2;2;4;60;1;1;0;0;1;3;4;2
1;31;1;24;4;0;1;5000;10;1;25;7;7;3.25;4;30;0;1;0;0;4;3;7;40;1;0;0;1;3;2;5;1
1;31;1;24;4;0;1;5000;10;1;25;7;7;3.25;5;50;1;0;1;0;4;4;8;30;1;1;0;0;3;2;5;1
1;31;1;24;4;0;1;5000;10;1;25;7;7;3.25;6;60;0;1;0;0;2;2;4;30;0;0;0;0;1;1;2;3
1;31;1;24;4;0;1;5000;10;1;25;7;7;3.25;7;30;1;0;0;0;2;4;6;50;0;1;1;0;2;3;5;1
1;31;1;24;4;0;1;5000;10;1;25;7;7;3.25;8;60;0;0;0;0;3;4;7;50;0;0;1;0;3;1;4;1
1;31;1;24;4;0;1;5000;10;1;25;7;7;3.25;9;30;0;0;1;1;4;2;6;40;1;1;1;0;3;3;6;2
1;31;1;24;4;0;1;5000;10;1;25;7;7;3.25;10;40;1;1;1;0;3;3;6;60;1;0;0;0;4;1;5;1
1;31;1;24;4;0;1;5000;10;1;25;7;7;3.25;11;40;0;1;0;1;1;1;2;40;1;0;1;0;2;1;3;3
1;31;1;24;4;0;1;5000;10;1;25;7;7;3.25;12;60;1;1;1;1;4;4;8;40;0;0;0;1;4;3;7;1
1;32;1;26;4;1;1;15000;130;1;85;6;6.4;3.25;1;60;0;1;1;1;3;1;4;40;0;0;1;0;1;4;5;2
1;32;1;26;4;1;1;15000;130;1;85;6;6.4;3.25;2;30;1;1;1;1;2;1;3;50;0;0;0;1;2;2;4;3
1;32;1;26;4;1;1;15000;130;1;85;6;6.4;3.25;3;50;0;0;0;1;2;2;4;60;1;1;0;0;1;3;4;3
1;32;1;26;4;1;1;15000;130;1;85;6;6.4;3.25;4;30;0;1;0;0;4;3;7;40;1;0;0;1;3;2;5;1
1;32;1;26;4;1;1;15000;130;1;85;6;6.4;3.25;5;50;1;0;1;0;4;4;8;30;1;1;0;0;3;2;5;1
1;32;1;26;4;1;1;15000;130;1;85;6;6.4;3.25;6;60;0;1;0;0;2;2;4;30;0;0;0;0;1;1;2;3
1;32;1;26;4;1;1;15000;130;1;85;6;6.4;3.25;7;30;1;0;0;0;2;4;6;50;0;1;1;0;2;3;5;3
1;32;1;26;4;1;1;15000;130;1;85;6;6.4;3.25;8;60;0;0;0;0;3;4;7;50;0;0;1;0;3;1;4;1
1;32;1;26;4;1;1;15000;130;1;85;6;6.4;3.25;9;30;0;0;1;1;4;2;6;40;1;1;1;0;3;3;6;2
1;32;1;26;4;1;1;15000;130;1;85;6;6.4;3.25;10;40;1;1;1;0;3;3;6;60;1;0;0;0;4;1;5;1
1;32;1;26;4;1;1;15000;130;1;85;6;6.4;3.25;11;40;0;1;0;1;1;1;2;40;1;0;1;0;2;1;3;2
1;32;1;26;4;1;1;15000;130;1;85;6;6.4;3.25;12;60;1;1;1;1;4;4;8;40;0;0;0;1;4;3;7;1
1;33;1;24;3;1;1;15000;50;1;75;6.833333333;4.4;5.5;1;60;0;1;1;1;3;1;4;40;0;0;1;0;1;4;5;1
1;33;1;24;3;1;1;15000;50;1;75;6.833333333;4.4;5.5;2;30;1;1;1;1;2;1;3;50;0;0;0;1;2;2;4;1
1;33;1;24;3;1;1;15000;50;1;75;6.833333333;4.4;5.5;3;50;0;0;0;1;2;2;4;60;1;1;0;0;1;3;4;2
1;33;1;24;3;1;1;15000;50;1;75;6.833333333;4.4;5.5;4;30;0;1;0;0;4;3;7;40;1;0;0;1;3;2;5;1
1;33;1;24;3;1;1;15000;50;1;75;6.833333333;4.4;5.5;5;50;1;0;1;0;4;4;8;30;1;1;0;0;3;2;5;1
1;33;1;24;3;1;1;15000;50;1;75;6.833333333;4.4;5.5;6;60;0;1;0;0;2;2;4;30;0;0;0;0;1;1;2;2
1;33;1;24;3;1;1;15000;50;1;75;6.833333333;4.4;5.5;7;30;1;0;0;0;2;4;6;50;0;1;1;0;2;3;5;2
